date,hospital,admissions_total,admissions_emergency,admissions_scheduled,temperature,precipitation,is_weekend,is_holiday,day_of_week,month,year,special_event
2022-01-18,CHU_Cocody,131,91,40,22.0,0.4,0,0,1,1,2022,
2022-01-18,CHU_Yopougon,155,108,47,24.2,1.6,0,0,1,1,2022,
2022-01-18,CHU_Treichville,97,67,30,22.8,2.2,0,0,1,1,2022,
2022-01-18,CHU_Angre,72,50,22,27.6,0.5,0,0,1,1,2022,
2022-01-18,Hôpital_Military,48,33,15,24.3,1.7,0,0,1,1,2022,
2022-01-19,CHU_Cocody,131,91,40,23.9,0.2,0,0,2,1,2022,
2022-01-19,CHU_Yopougon,237,110,48,26.1,1.1,0,0,2,1,2022,Accident_routier_majeur
2022-01-19,CHU_Treichville,98,68,30,27.1,1.0,0,0,2,1,2022,
2022-01-19,CHU_Angre,74,51,23,23.7,0.4,0,0,2,1,2022,
2022-01-19,Hôpital_Military,47,32,15,20.2,0.2,0,0,2,1,2022,
2022-01-20,CHU_Cocody,128,89,39,22.9,0.3,0,0,3,1,2022,
2022-01-20,CHU_Yopougon,161,112,49,22.3,1.5,0,0,3,1,2022,
2022-01-20,CHU_Treichville,98,68,30,23.2,0.5,0,0,3,1,2022,
2022-01-20,CHU_Angre,66,46,20,25.5,0.1,0,0,3,1,2022,
2022-01-20,Hôpital_Military,46,32,14,24.1,0.4,0,0,3,1,2022,
2022-01-21,CHU_Cocody,123,86,37,23.1,1.1,0,0,4,1,2022,
2022-01-21,CHU_Yopougon,158,110,48,24.7,0.3,0,0,4,1,2022,
2022-01-21,CHU_Treichville,102,71,31,24.6,1.0,0,0,4,1,2022,
2022-01-21,CHU_Angre,70,49,21,26.5,0.9,0,0,4,1,2022,
2022-01-21,Hôpital_Military,46,32,14,25.2,1.1,0,0,4,1,2022,
2022-01-22,CHU_Cocody,143,114,29,23.1,0.1,1,0,5,1,2022,
2022-01-22,CHU_Yopougon,181,144,37,22.1,1.2,1,0,5,1,2022,
2022-01-22,CHU_Treichville,117,93,24,20.8,2.2,1,0,5,1,2022,
2022-01-22,CHU_Angre,94,75,19,22.2,1.3,1,0,5,1,2022,
2022-01-22,Hôpital_Military,70,55,15,27.9,0.8,1,0,5,1,2022,
2022-01-23,CHU_Cocody,148,118,30,26.0,1.0,1,0,6,1,2022,
2022-01-23,CHU_Yopougon,176,140,36,20.0,2.3,1,0,6,1,2022,
2022-01-23,CHU_Treichville,124,99,25,25.3,0.9,1,0,6,1,2022,
2022-01-23,CHU_Angre,93,74,19,27.2,1.8,1,0,6,1,2022,
2022-01-23,Hôpital_Military,65,51,14,23.8,0.9,1,0,6,1,2022,
2022-01-24,CHU_Cocody,131,91,40,22.8,1.4,0,0,0,1,2022,
2022-01-24,CHU_Yopougon,159,111,48,28.3,1.2,0,0,0,1,2022,
2022-01-24,CHU_Treichville,95,66,29,21.3,1.1,0,0,0,1,2022,
2022-01-24,CHU_Angre,68,47,21,21.0,1.7,0,0,0,1,2022,
2022-01-24,Hôpital_Military,45,31,14,21.3,2.3,0,0,0,1,2022,
2022-01-25,CHU_Cocody,124,86,38,24.3,2.3,0,0,1,1,2022,
2022-01-25,CHU_Yopougon,160,112,48,21.6,1.6,0,0,1,1,2022,
2022-01-25,CHU_Treichville,97,67,30,23.2,0.8,0,0,1,1,2022,
2022-01-25,CHU_Angre,66,46,20,25.8,0.3,0,0,1,1,2022,
2022-01-25,Hôpital_Military,50,35,15,22.1,0.5,0,0,1,1,2022,
2022-01-26,CHU_Cocody,131,91,40,24.8,0.7,0,0,2,1,2022,
2022-01-26,CHU_Yopougon,155,108,47,22.7,1.1,0,0,2,1,2022,
2022-01-26,CHU_Treichville,96,67,29,24.8,0.3,0,0,2,1,2022,
2022-01-26,CHU_Angre,64,44,20,26.5,2.7,0,0,2,1,2022,
2022-01-26,Hôpital_Military,48,33,15,24.2,1.0,0,0,2,1,2022,
2022-01-27,CHU_Cocody,126,88,38,21.6,2.2,0,0,3,1,2022,
2022-01-27,CHU_Yopougon,157,109,48,23.2,0.0,0,0,3,1,2022,
2022-01-27,CHU_Treichville,96,67,29,25.4,3.4,0,0,3,1,2022,
2022-01-27,CHU_Angre,66,46,20,25.1,0.0,0,0,3,1,2022,
2022-01-27,Hôpital_Military,51,35,16,24.8,0.4,0,0,3,1,2022,
2022-01-28,CHU_Cocody,129,90,39,22.8,1.7,0,0,4,1,2022,
2022-01-28,CHU_Yopougon,154,107,47,20.0,0.4,0,0,4,1,2022,
2022-01-28,CHU_Treichville,98,68,30,20.5,1.2,0,0,4,1,2022,
2022-01-28,CHU_Angre,67,46,21,23.2,1.8,0,0,4,1,2022,
2022-01-28,Hôpital_Military,46,32,14,27.8,0.8,0,0,4,1,2022,
2022-01-29,CHU_Cocody,149,119,30,22.9,1.7,1,0,5,1,2022,
2022-01-29,CHU_Yopougon,179,143,36,27.4,0.4,1,0,5,1,2022,
2022-01-29,CHU_Treichville,113,90,23,23.9,0.1,1,0,5,1,2022,
2022-01-29,CHU_Angre,95,76,19,26.3,0.1,1,0,5,1,2022,
2022-01-29,Hôpital_Military,60,47,13,22.7,0.8,1,0,5,1,2022,
2022-01-30,CHU_Cocody,148,118,30,26.8,0.5,1,0,6,1,2022,
2022-01-30,CHU_Yopougon,174,139,35,29.2,1.1,1,0,6,1,2022,
2022-01-30,CHU_Treichville,118,94,24,21.5,2.2,1,0,6,1,2022,
2022-01-30,CHU_Angre,127,68,17,25.3,2.3,1,0,6,1,2022,Accident_routier_majeur
2022-01-30,Hôpital_Military,78,62,16,24.2,0.6,1,0,6,1,2022,
2022-01-31,CHU_Cocody,125,87,38,24.5,2.2,0,0,0,1,2022,
2022-01-31,CHU_Yopougon,158,110,48,25.2,0.9,0,0,0,1,2022,
2022-01-31,CHU_Treichville,97,67,30,24.9,0.3,0,0,0,1,2022,
2022-01-31,CHU_Angre,70,49,21,25.4,0.1,0,0,0,1,2022,
2022-01-31,Hôpital_Military,44,30,14,24.2,0.6,0,0,0,1,2022,
2022-02-01,CHU_Cocody,125,87,38,22.4,0.1,0,0,1,2,2022,
2022-02-01,CHU_Yopougon,162,113,49,23.9,0.6,0,0,1,2,2022,
2022-02-01,CHU_Treichville,101,70,31,20.6,0.1,0,0,1,2,2022,
2022-02-01,CHU_Angre,71,49,22,21.9,0.7,0,0,1,2,2022,
2022-02-01,Hôpital_Military,48,33,15,26.6,0.8,0,0,1,2,2022,
2022-02-02,CHU_Cocody,127,88,39,24.3,1.6,0,0,2,2,2022,
2022-02-02,CHU_Yopougon,162,113,49,21.1,0.0,0,0,2,2,2022,
2022-02-02,CHU_Treichville,97,67,30,24.7,0.1,0,0,2,2,2022,
2022-02-02,CHU_Angre,69,48,21,25.0,0.1,0,0,2,2,2022,
2022-02-02,Hôpital_Military,43,30,13,27.4,0.5,0,0,2,2,2022,
2022-02-03,CHU_Cocody,131,91,40,23.9,1.4,0,0,3,2,2022,
2022-02-03,CHU_Yopougon,160,112,48,23.7,0.6,0,0,3,2,2022,
2022-02-03,CHU_Treichville,96,67,29,20.8,1.4,0,0,3,2,2022,
2022-02-03,CHU_Angre,68,47,21,26.2,0.4,0,0,3,2,2022,
2022-02-03,Hôpital_Military,49,34,15,23.4,1.6,0,0,3,2,2022,
2022-02-04,CHU_Cocody,127,88,39,26.0,0.5,0,0,4,2,2022,
2022-02-04,CHU_Yopougon,158,110,48,21.8,0.3,0,0,4,2,2022,
2022-02-04,CHU_Treichville,96,67,29,23.0,0.7,0,0,4,2,2022,
2022-02-04,CHU_Angre,66,46,20,23.8,0.2,0,0,4,2,2022,
2022-02-04,Hôpital_Military,49,34,15,23.6,0.1,0,0,4,2,2022,
2022-02-05,CHU_Cocody,150,119,31,26.7,0.1,1,0,5,2,2022,
2022-02-05,CHU_Yopougon,175,140,35,23.4,1.0,1,0,5,2,2022,
2022-02-05,CHU_Treichville,120,95,25,23.4,0.2,1,0,5,2,2022,
2022-02-05,CHU_Angre,88,70,18,22.3,0.1,1,0,5,2,2022,
2022-02-05,Hôpital_Military,70,55,15,26.1,0.2,1,0,5,2,2022,
2022-02-06,CHU_Cocody,141,112,29,24.1,3.2,1,0,6,2,2022,
2022-02-06,CHU_Yopougon,172,137,35,24.1,2.0,1,0,6,2,2022,
2022-02-06,CHU_Treichville,110,87,23,23.5,0.0,1,0,6,2,2022,
2022-02-06,CHU_Angre,96,76,20,25.5,0.4,1,0,6,2,2022,
2022-02-06,Hôpital_Military,65,51,14,22.7,0.0,1,0,6,2,2022,
2022-02-07,CHU_Cocody,126,88,38,23.3,0.9,0,0,0,2,2022,
2022-02-07,CHU_Yopougon,157,109,48,23.1,0.7,0,0,0,2,2022,
2022-02-07,CHU_Treichville,96,67,29,27.4,0.5,0,0,0,2,2022,
2022-02-07,CHU_Angre,66,46,20,24.6,1.5,0,0,0,2,2022,
2022-02-07,Hôpital_Military,45,31,14,24.5,0.2,0,0,0,2,2022,
2022-02-08,CHU_Cocody,125,87,38,26.3,0.4,0,0,1,2,2022,
2022-02-08,CHU_Yopougon,165,115,50,20.0,1.2,0,0,1,2,2022,
2022-02-08,CHU_Treichville,96,67,29,24.9,3.6,0,0,1,2,2022,
2022-02-08,CHU_Angre,65,45,20,25.9,0.7,0,0,1,2,2022,
2022-02-08,Hôpital_Military,52,36,16,24.2,0.2,0,0,1,2,2022,
2022-02-09,CHU_Cocody,125,87,38,25.4,0.8,0,0,2,2,2022,
2022-02-09,CHU_Yopougon,160,112,48,23.4,1.3,0,0,2,2,2022,
2022-02-09,CHU_Treichville,99,69,30,20.9,3.3,0,0,2,2,2022,
2022-02-09,CHU_Angre,70,49,21,23.7,1.9,0,0,2,2,2022,
2022-02-09,Hôpital_Military,49,34,15,25.7,0.5,0,0,2,2,2022,
2022-02-10,CHU_Cocody,132,92,40,22.8,1.5,0,0,3,2,2022,
2022-02-10,CHU_Yopougon,157,109,48,25.8,1.2,0,0,3,2,2022,
2022-02-10,CHU_Treichville,97,67,30,25.4,1.1,0,0,3,2,2022,
2022-02-10,CHU_Angre,65,45,20,26.3,3.6,0,0,3,2,2022,
2022-02-10,Hôpital_Military,44,30,14,21.1,0.3,0,0,3,2,2022,
2022-02-11,CHU_Cocody,125,87,38,24.2,0.3,0,0,4,2,2022,
2022-02-11,CHU_Yopougon,158,110,48,24.2,1.6,0,0,4,2,2022,
2022-02-11,CHU_Treichville,98,68,30,25.3,1.5,0,0,4,2,2022,
2022-02-11,CHU_Angre,69,48,21,25.7,0.9,0,0,4,2,2022,
2022-02-11,Hôpital_Military,52,36,16,24.6,0.7,0,0,4,2,2022,
2022-02-12,CHU_Cocody,150,119,31,23.0,0.8,1,0,5,2,2022,
2022-02-12,CHU_Yopougon,177,141,36,25.6,2.9,1,0,5,2,2022,
2022-02-12,CHU_Treichville,110,87,23,24.1,0.0,1,0,5,2,2022,
2022-02-12,CHU_Angre,81,64,17,23.0,1.3,1,0,5,2,2022,
2022-02-12,Hôpital_Military,64,51,13,25.4,0.1,1,0,5,2,2022,
2022-02-13,CHU_Cocody,144,115,29,27.6,0.3,1,0,6,2,2022,
2022-02-13,CHU_Yopougon,169,135,34,25.4,0.8,1,0,6,2,2022,
2022-02-13,CHU_Treichville,114,91,23,25.1,0.4,1,0,6,2,2022,
2022-02-13,CHU_Angre,86,68,18,25.2,3.2,1,0,6,2,2022,
2022-02-13,Hôpital_Military,72,57,15,24.6,0.5,1,0,6,2,2022,
2022-02-14,CHU_Cocody,127,88,39,25.3,0.1,0,0,0,2,2022,
2022-02-14,CHU_Yopougon,167,116,51,22.9,0.3,0,0,0,2,2022,
2022-02-14,CHU_Treichville,100,70,30,23.7,1.1,0,0,0,2,2022,
2022-02-14,CHU_Angre,66,46,20,26.4,0.5,0,0,0,2,2022,
2022-02-14,Hôpital_Military,50,35,15,23.9,2.0,0,0,0,2,2022,
2022-02-15,CHU_Cocody,124,86,38,24.7,0.3,0,0,1,2,2022,
2022-02-15,CHU_Yopougon,158,110,48,24.2,0.5,0,0,1,2,2022,
2022-02-15,CHU_Treichville,95,66,29,25.8,0.2,0,0,1,2,2022,
2022-02-15,CHU_Angre,66,46,20,24.9,0.4,0,0,1,2,2022,
2022-02-15,Hôpital_Military,48,33,15,26.1,0.9,0,0,1,2,2022,
2022-02-16,CHU_Cocody,131,91,40,23.1,0.4,0,0,2,2,2022,
2022-02-16,CHU_Yopougon,156,109,47,27.0,0.0,0,0,2,2,2022,
2022-02-16,CHU_Treichville,99,69,30,27.2,1.4,0,0,2,2,2022,
2022-02-16,CHU_Angre,74,51,23,26.5,0.9,0,0,2,2,2022,
2022-02-16,Hôpital_Military,50,35,15,28.5,0.3,0,0,2,2,2022,
2022-02-17,CHU_Cocody,124,86,38,25.3,0.7,0,0,3,2,2022,
2022-02-17,CHU_Yopougon,154,107,47,27.4,0.2,0,0,3,2,2022,
2022-02-17,CHU_Treichville,98,68,30,23.7,0.9,0,0,3,2,2022,
2022-02-17,CHU_Angre,67,46,21,21.0,2.1,0,0,3,2,2022,
2022-02-17,Hôpital_Military,47,32,15,24.4,1.8,0,0,3,2,2022,
2022-02-18,CHU_Cocody,125,87,38,26.7,3.7,0,0,4,2,2022,
2022-02-18,CHU_Yopougon,160,112,48,24.5,0.6,0,0,4,2,2022,
2022-02-18,CHU_Treichville,101,70,31,28.8,0.4,0,0,4,2,2022,
2022-02-18,CHU_Angre,70,49,21,25.9,1.8,0,0,4,2,2022,
2022-02-18,Hôpital_Military,44,30,14,26.0,0.4,0,0,4,2,2022,
2022-02-19,CHU_Cocody,148,118,30,25.2,0.0,1,0,5,2,2022,
2022-02-19,CHU_Yopougon,176,140,36,29.4,1.2,1,0,5,2,2022,
2022-02-19,CHU_Treichville,116,92,24,26.1,2.4,1,0,5,2,2022,
2022-02-19,CHU_Angre,83,66,17,26.6,1.5,1,0,5,2,2022,
2022-02-19,Hôpital_Military,62,49,13,27.4,0.2,1,0,5,2,2022,
2022-02-20,CHU_Cocody,147,117,30,26.4,0.5,1,0,6,2,2022,
2022-02-20,CHU_Yopougon,171,136,35,26.3,2.6,1,0,6,2,2022,
2022-02-20,CHU_Treichville,117,93,24,26.4,0.6,1,0,6,2,2022,
2022-02-20,CHU_Angre,87,69,18,26.0,0.4,1,0,6,2,2022,
2022-02-20,Hôpital_Military,69,55,14,22.0,0.1,1,0,6,2,2022,
2022-02-21,CHU_Cocody,132,92,40,25.0,0.4,0,0,0,2,2022,
2022-02-21,CHU_Yopougon,157,109,48,26.5,1.7,0,0,0,2,2022,
2022-02-21,CHU_Treichville,96,67,29,25.3,0.1,0,0,0,2,2022,
2022-02-21,CHU_Angre,69,48,21,21.1,0.7,0,0,0,2,2022,
2022-02-21,Hôpital_Military,47,32,15,28.7,3.2,0,0,0,2,2022,
2022-02-22,CHU_Cocody,129,90,39,25.1,1.2,0,0,1,2,2022,
2022-02-22,CHU_Yopougon,155,108,47,26.3,1.0,0,0,1,2,2022,
2022-02-22,CHU_Treichville,96,67,29,27.0,0.9,0,0,1,2,2022,
2022-02-22,CHU_Angre,97,45,20,28.6,1.5,0,0,1,2,2022,Grippe_saisonnière
2022-02-22,Hôpital_Military,54,37,17,26.7,3.7,0,0,1,2,2022,
2022-02-23,CHU_Cocody,123,86,37,25.5,0.7,0,0,2,2,2022,
2022-02-23,CHU_Yopougon,155,108,47,24.5,0.5,0,0,2,2,2022,
2022-02-23,CHU_Treichville,101,70,31,24.9,0.9,0,0,2,2,2022,
2022-02-23,CHU_Angre,66,46,20,27.4,0.4,0,0,2,2,2022,
2022-02-23,Hôpital_Military,48,33,15,23.7,3.5,0,0,2,2,2022,
2022-02-24,CHU_Cocody,130,91,39,25.6,2.6,0,0,3,2,2022,
2022-02-24,CHU_Yopougon,159,111,48,26.7,2.9,0,0,3,2,2022,
2022-02-24,CHU_Treichville,93,65,28,22.1,1.1,0,0,3,2,2022,
2022-02-24,CHU_Angre,69,48,21,24.8,0.1,0,0,3,2,2022,
2022-02-24,Hôpital_Military,47,32,15,27.0,0.3,0,0,3,2,2022,
2022-02-25,CHU_Cocody,125,87,38,28.2,3.0,0,0,4,2,2022,
2022-02-25,CHU_Yopougon,158,110,48,27.4,1.4,0,0,4,2,2022,
2022-02-25,CHU_Treichville,96,67,29,26.5,0.8,0,0,4,2,2022,
2022-02-25,CHU_Angre,72,50,22,24.9,2.9,0,0,4,2,2022,
2022-02-25,Hôpital_Military,43,30,13,27.6,0.8,0,0,4,2,2022,
2022-02-26,CHU_Cocody,145,115,30,26.2,0.1,1,0,5,2,2022,
2022-02-26,CHU_Yopougon,264,140,36,23.2,0.7,1,0,5,2,2022,Epidémie_paludisme
2022-02-26,CHU_Treichville,110,87,23,28.9,3.7,1,0,5,2,2022,
2022-02-26,CHU_Angre,87,69,18,25.8,0.7,1,0,5,2,2022,
2022-02-26,Hôpital_Military,75,59,16,31.7,1.4,1,0,5,2,2022,
2022-02-27,CHU_Cocody,145,115,30,26.9,2.5,1,0,6,2,2022,
2022-02-27,CHU_Yopougon,180,144,36,27.0,3.1,1,0,6,2,2022,
2022-02-27,CHU_Treichville,119,95,24,27.8,1.6,1,0,6,2,2022,
2022-02-27,CHU_Angre,90,72,18,28.0,2.8,1,0,6,2,2022,
2022-02-27,Hôpital_Military,72,57,15,26.2,0.3,1,0,6,2,2022,
2022-02-28,CHU_Cocody,127,88,39,25.7,1.5,0,0,0,2,2022,
2022-02-28,CHU_Yopougon,159,111,48,24.8,0.3,0,0,0,2,2022,
2022-02-28,CHU_Treichville,96,67,29,28.6,1.3,0,0,0,2,2022,
2022-02-28,CHU_Angre,62,43,19,29.3,2.1,0,0,0,2,2022,
2022-02-28,Hôpital_Military,47,32,15,22.4,2.6,0,0,0,2,2022,
2022-03-01,CHU_Cocody,133,93,40,27.4,0.3,0,0,1,3,2022,
2022-03-01,CHU_Yopougon,154,107,47,27.5,1.8,0,0,1,3,2022,
2022-03-01,CHU_Treichville,95,66,29,25.5,0.6,0,0,1,3,2022,
2022-03-01,CHU_Angre,71,49,22,25.5,1.0,0,0,1,3,2022,
2022-03-01,Hôpital_Military,44,30,14,27.8,2.0,0,0,1,3,2022,
2022-03-02,CHU_Cocody,126,88,38,26.2,1.8,0,0,2,3,2022,
2022-03-02,CHU_Yopougon,159,111,48,25.0,0.5,0,0,2,3,2022,
2022-03-02,CHU_Treichville,99,69,30,24.7,1.2,0,0,2,3,2022,
2022-03-02,CHU_Angre,69,48,21,23.4,5.4,0,0,2,3,2022,
2022-03-02,Hôpital_Military,47,32,15,27.7,0.3,0,0,2,3,2022,
2022-03-03,CHU_Cocody,126,88,38,25.0,2.4,0,0,3,3,2022,
2022-03-03,CHU_Yopougon,154,107,47,21.7,1.3,0,0,3,3,2022,
2022-03-03,CHU_Treichville,96,67,29,26.0,0.2,0,0,3,3,2022,
2022-03-03,CHU_Angre,68,47,21,23.4,0.9,0,0,3,3,2022,
2022-03-03,Hôpital_Military,51,35,16,28.8,0.1,0,0,3,3,2022,
2022-03-04,CHU_Cocody,126,88,38,29.4,5.3,0,0,4,3,2022,
2022-03-04,CHU_Yopougon,154,107,47,26.2,1.5,0,0,4,3,2022,
2022-03-04,CHU_Treichville,102,71,31,27.9,1.5,0,0,4,3,2022,
2022-03-04,CHU_Angre,71,49,22,24.6,2.7,0,0,4,3,2022,
2022-03-04,Hôpital_Military,47,32,15,22.8,1.8,0,0,4,3,2022,
2022-03-05,CHU_Cocody,152,121,31,26.0,3.2,1,0,5,3,2022,
2022-03-05,CHU_Yopougon,180,144,36,25.6,2.0,1,0,5,3,2022,
2022-03-05,CHU_Treichville,114,91,23,28.8,0.6,1,0,5,3,2022,
2022-03-05,CHU_Angre,87,69,18,24.8,3.5,1,0,5,3,2022,
2022-03-05,Hôpital_Military,66,52,14,29.5,6.2,1,0,5,3,2022,
2022-03-06,CHU_Cocody,155,123,32,25.9,2.0,1,0,6,3,2022,
2022-03-06,CHU_Yopougon,178,142,36,26.5,3.0,1,0,6,3,2022,
2022-03-06,CHU_Treichville,109,87,22,25.6,1.8,1,0,6,3,2022,
2022-03-06,CHU_Angre,86,68,18,22.4,1.8,1,0,6,3,2022,
2022-03-06,Hôpital_Military,109,58,15,25.8,7.0,1,0,6,3,2022,Epidémie_paludisme
2022-03-07,CHU_Cocody,125,87,38,30.5,2.2,0,0,0,3,2022,
2022-03-07,CHU_Yopougon,160,112,48,30.0,1.1,0,0,0,3,2022,
2022-03-07,CHU_Treichville,100,70,30,28.3,9.1,0,0,0,3,2022,
2022-03-07,CHU_Angre,62,43,19,25.9,4.3,0,0,0,3,2022,
2022-03-07,Hôpital_Military,46,32,14,29.3,1.1,0,0,0,3,2022,
2022-03-08,CHU_Cocody,128,89,39,22.2,4.9,0,0,1,3,2022,
2022-03-08,CHU_Yopougon,158,110,48,27.0,2.7,0,0,1,3,2022,
2022-03-08,CHU_Treichville,101,70,31,27.6,0.2,0,0,1,3,2022,
2022-03-08,CHU_Angre,68,47,21,26.2,2.7,0,0,1,3,2022,
2022-03-08,Hôpital_Military,53,37,16,24.7,1.7,0,0,1,3,2022,
2022-03-09,CHU_Cocody,128,89,39,24.7,0.8,0,0,2,3,2022,
2022-03-09,CHU_Yopougon,240,112,48,23.3,0.6,0,0,2,3,2022,Epidémie_paludisme
2022-03-09,CHU_Treichville,102,71,31,24.3,0.5,0,0,2,3,2022,
2022-03-09,CHU_Angre,67,46,21,26.5,1.4,0,0,2,3,2022,
2022-03-09,Hôpital_Military,51,35,16,27.1,4.3,0,0,2,3,2022,
2022-03-10,CHU_Cocody,131,91,40,31.6,0.4,0,0,3,3,2022,
2022-03-10,CHU_Yopougon,160,112,48,25.5,0.4,0,0,3,3,2022,
2022-03-10,CHU_Treichville,96,67,29,25.1,2.5,0,0,3,3,2022,
2022-03-10,CHU_Angre,67,46,21,28.1,0.2,0,0,3,3,2022,
2022-03-10,Hôpital_Military,47,32,15,27.6,2.7,0,0,3,3,2022,
2022-03-11,CHU_Cocody,132,92,40,25.1,1.1,0,0,4,3,2022,
2022-03-11,CHU_Yopougon,156,109,47,24.9,3.6,0,0,4,3,2022,
2022-03-11,CHU_Treichville,99,69,30,24.6,2.3,0,0,4,3,2022,
2022-03-11,CHU_Angre,66,46,20,24.7,2.0,0,0,4,3,2022,
2022-03-11,Hôpital_Military,52,36,16,24.2,0.1,0,0,4,3,2022,
2022-03-12,CHU_Cocody,136,108,28,25.8,0.2,1,0,5,3,2022,
2022-03-12,CHU_Yopougon,180,144,36,26.1,0.8,1,0,5,3,2022,
2022-03-12,CHU_Treichville,114,91,23,27.0,2.5,1,0,5,3,2022,
2022-03-12,CHU_Angre,84,67,17,22.9,1.3,1,0,5,3,2022,
2022-03-12,Hôpital_Military,72,57,15,25.6,1.2,1,0,5,3,2022,
2022-03-13,CHU_Cocody,157,125,32,26.7,3.3,1,0,6,3,2022,
2022-03-13,CHU_Yopougon,175,140,35,27.8,5.6,1,0,6,3,2022,
2022-03-13,CHU_Treichville,115,91,24,24.2,7.1,1,0,6,3,2022,
2022-03-13,CHU_Angre,93,74,19,26.2,0.4,1,0,6,3,2022,
2022-03-13,Hôpital_Military,62,49,13,26.7,0.1,1,0,6,3,2022,
2022-03-14,CHU_Cocody,132,92,40,26.9,11.4,0,0,0,3,2022,
2022-03-14,CHU_Yopougon,160,112,48,32.0,0.3,0,0,0,3,2022,
2022-03-14,CHU_Treichville,96,67,29,24.1,1.6,0,0,0,3,2022,
2022-03-14,CHU_Angre,66,46,20,29.9,0.5,0,0,0,3,2022,
2022-03-14,Hôpital_Military,42,29,13,27.2,2.8,0,0,0,3,2022,
2022-03-15,CHU_Cocody,126,88,38,23.6,1.2,0,0,1,3,2022,
2022-03-15,CHU_Yopougon,163,114,49,29.1,5.2,0,0,1,3,2022,
2022-03-15,CHU_Treichville,99,69,30,25.8,10.5,0,0,1,3,2022,
2022-03-15,CHU_Angre,71,49,22,28.2,0.7,0,0,1,3,2022,
2022-03-15,Hôpital_Military,48,33,15,26.3,0.0,0,0,1,3,2022,
2022-03-16,CHU_Cocody,133,93,40,27.5,2.3,0,0,2,3,2022,
2022-03-16,CHU_Yopougon,154,107,47,30.9,1.5,0,0,2,3,2022,
2022-03-16,CHU_Treichville,101,70,31,31.6,2.2,0,0,2,3,2022,
2022-03-16,CHU_Angre,70,49,21,30.1,1.1,0,0,2,3,2022,
2022-03-16,Hôpital_Military,46,32,14,27.6,1.1,0,0,2,3,2022,
2022-03-17,CHU_Cocody,130,91,39,29.5,0.9,0,0,3,3,2022,
2022-03-17,CHU_Yopougon,154,107,47,23.9,2.8,0,0,3,3,2022,
2022-03-17,CHU_Treichville,96,67,29,27.2,5.7,0,0,3,3,2022,
2022-03-17,CHU_Angre,69,48,21,27.4,1.5,0,0,3,3,2022,
2022-03-17,Hôpital_Military,44,30,14,26.9,0.1,0,0,3,3,2022,
2022-03-18,CHU_Cocody,128,89,39,23.4,2.9,0,0,4,3,2022,
2022-03-18,CHU_Yopougon,160,112,48,25.6,1.4,0,0,4,3,2022,
2022-03-18,CHU_Treichville,96,67,29,26.8,3.3,0,0,4,3,2022,
2022-03-18,CHU_Angre,66,46,20,28.7,1.0,0,0,4,3,2022,
2022-03-18,Hôpital_Military,52,36,16,27.0,4.2,0,0,4,3,2022,
2022-03-19,CHU_Cocody,147,117,30,26.4,2.2,1,0,5,3,2022,
2022-03-19,CHU_Yopougon,176,140,36,28.6,10.2,1,0,5,3,2022,
2022-03-19,CHU_Treichville,118,94,24,31.1,5.0,1,0,5,3,2022,
2022-03-19,CHU_Angre,90,72,18,29.9,0.0,1,0,5,3,2022,
2022-03-19,Hôpital_Military,102,54,14,29.6,0.6,1,0,5,3,2022,Grippe_saisonnière
2022-03-20,CHU_Cocody,144,115,29,25.3,0.2,1,0,6,3,2022,
2022-03-20,CHU_Yopougon,179,143,36,28.9,0.7,1,0,6,3,2022,
2022-03-20,CHU_Treichville,120,95,25,27.6,1.5,1,0,6,3,2022,
2022-03-20,CHU_Angre,88,70,18,27.1,0.3,1,0,6,3,2022,
2022-03-20,Hôpital_Military,67,53,14,25.8,0.0,1,0,6,3,2022,
2022-03-21,CHU_Cocody,126,88,38,26.3,1.3,0,0,0,3,2022,
2022-03-21,CHU_Yopougon,155,108,47,31.4,3.3,0,0,0,3,2022,
2022-03-21,CHU_Treichville,97,67,30,28.4,2.1,0,0,0,3,2022,
2022-03-21,CHU_Angre,67,46,21,26.2,1.3,0,0,0,3,2022,
2022-03-21,Hôpital_Military,47,32,15,26.4,1.7,0,0,0,3,2022,
2022-03-22,CHU_Cocody,132,92,40,26.7,1.1,0,0,1,3,2022,
2022-03-22,CHU_Yopougon,163,114,49,25.5,0.2,0,0,1,3,2022,
2022-03-22,CHU_Treichville,93,65,28,26.6,7.3,0,0,1,3,2022,
2022-03-22,CHU_Angre,71,49,22,26.6,4.2,0,0,1,3,2022,
2022-03-22,Hôpital_Military,49,34,15,28.3,3.8,0,0,1,3,2022,
2022-03-23,CHU_Cocody,126,88,38,29.4,4.9,0,0,2,3,2022,
2022-03-23,CHU_Yopougon,160,112,48,29.7,0.9,0,0,2,3,2022,
2022-03-23,CHU_Treichville,103,72,31,30.8,0.2,0,0,2,3,2022,
2022-03-23,CHU_Angre,67,46,21,26.5,4.0,0,0,2,3,2022,
2022-03-23,Hôpital_Military,48,33,15,26.2,2.1,0,0,2,3,2022,
2022-03-24,CHU_Cocody,124,86,38,29.7,0.6,0,0,3,3,2022,
2022-03-24,CHU_Yopougon,155,108,47,31.0,1.3,0,0,3,3,2022,
2022-03-24,CHU_Treichville,96,67,29,29.4,1.8,0,0,3,3,2022,
2022-03-24,CHU_Angre,68,47,21,31.8,9.8,0,0,3,3,2022,
2022-03-24,Hôpital_Military,42,29,13,28.2,0.3,0,0,3,3,2022,
